furthermore|rb: 36
maurice|np: 7
e.|np: 82
linden|np: 6
mental|jj-tl: 1
health|nn-tl: 16
division|nn-tl: 37
philadelphia|np-tl: 12
department|nn-tl: 160
becomes|vbz: 103
leader|nn: 57
effects|nns: 103
disastrous|jj: 14
extreme|jj: 53
case|nn: 334
cited|vbn: 12
pittsburgh|np: 20
psychologist|nn: 10
office|nn: 213
worker's|nn$: 4
refused|vbd: 43
relations|nns: 88
unless|cs: 97
bought|vbd: 30
demanded|vbd: 32
win|vb: 52
favors|nns: 6
additional|jj: 118
job|nn: 226
desperately|rb: 18
began|vbd: 307
employer|nn: 15
last|rb: 32
sentenced|vbn: 8
prison|nn: 39
divorced|vbd: 2
typical|jj: 62
suburban|jj: 29
long|jj-tl: 19
island|nn-tl: 109
housewife|nn: 4
described|vbn: 92
counselor|nn: 4
complained|vbd: 21
tired|jj: 8
please|vb: 46
assumed|vbd: 28
chores|nns: 14
cooking|vbg: 25
washing|vbg: 36
dishes|nns: 19
bathing|vbg: 14
ironing|vbg: 3
desired|vbd: 9
york|np-tl: 294
dominated|vbd: 5
placed|vbd: 24
schedule|nn: 34
writing|vbg: 77
right|ql: 122
weekly|jj: 13
neighborhood|nn: 52
card|nn: 24
parties|nns: 58
put|vbd: 125
basis|nn: 178
money|nn: 259
argument|nn: 61
rebuffed|vbd: 1
settled|vbn: 36
favor|nn: 51
sophisticated|jj: 24
smart|jj: 20
whip|nn: 14
girl|nn: 208
promising|jj: 20
career|nn: 64
knows|vbz: 94
urge|nn: 8
manipulate|vb: 6
usually|rb: 203
well-educated|jj: 4
professional|nn: 6
preoccupied|vbn: 11
man|nn: 1129
whose|wp$: 245
motto|nn: 4
don't|do*: 471
rock|vb: 3
boat|nn: 69
sometimes|rb: 217
leads|vbz: 31
becoming|nn: 3
in|rp: 452
unable|jj: 53
uses|vbz: 31
supreme|jj: 17
area|nn: 313
though|rb: 30
accustomed|vbn: 14
submitting|vbg: 5
home|nn: 218
suggest|vb: 53
husbands|nns: 14
blame|vb: 23
attempt|nn: 68
control|nn: 180
contend|vb: 6
pathetic|jj: 8
effort|nn: 137
pay|vb: 127
attention|nn: 169
naturally|rb: 66
completely|rb: 62
monopolize|vb: 4
initiative|nn: 30
desires|vbz: 4
consummated|vbn: 3
pattern|nn: 110
morton|np: 8
schillinger|np: 4
york's|np$-tl: 7
lincoln|np-tl: 8
institute|nn-tl: 45
for|in-tl: 86
psychotherapy|nn-tl: 1
hover|vb: 4
about|rb: 538
anxiously|rb: 6
eagerly|rb: 13
virtually|rb: 34
trembling|vbg: 25
flash|vb: 6
signal|nn: 52
tonight|nr: 38
night|nn: 384
seriously|rb: 42
contends|vbz: 5
speaking|vbg: 58
comic|jj: 7
figure|nn: 150
long|jj: 510
standing|nn: 5
literature|nn: 131
evidence|nn: 198
became|vbd: 240
suddenly|rb: 150
crossed|vbd: 26
master|jjs: 4
bedroom|nn: 51
docile|jj: 4
retiring|vbg: 8
around|rb: 231
aren't|ber*: 35
frigid|jj: 5
they're|ppss+ber: 65
restrained|vbn: 12
dominated|vbn: 15
confided|vbd: 7
psychiatrist|nn: 4
preferred|vbd: 16
asked|vbn: 93
that's|dt+bez: 172
activity|nn: 113
unusual|jj: 62
abroad|rb: 48
built|vbn: 80
around|in: 319
male|nn: 24
endorse|vb: 6
concept|nn: 79
family|nn: 304
western|jj-tl: 99
frontier|nn: 24
example|nn: 276
literally|rb: 25
depend|vb: 45
man's|nn$: 111
strength|nn: 129
ability|nn: 71
bacon|nn: 8
dependent|jj: 39
questioned|vbd: 8
anything|pn: 269
including|in: 157
carried|vbd: 59
late|jj: 127
19th|od: 8
early|jj: 232
20th|od: 9
centuries|nns: 46
ruled|vbd: 13
life|nn-tl: 32
with|in-tl: 9
father|nn-tl: 20
manner|nn: 118
days|nns: 371
mighty|ql: 13
rights|nns: 65
sphere|nn: 22
fewer|ap: 29
grandma|nn: 2
wasn't|bedz*: 148
expected|vbn: 150
toronto|np: 5
summed|vbd: 4
attitude|nn: 100
period|nn: 257
used|vbn: 466
history|nn: 266
indicates|vbz: 40
turning|vbg: 69
begin|vb: 81
date|vb: 5
suffrage|nn: 5
others|nns: 304
challenge|vb: 14
gin|nn: 17
everyone|pn: 89
agrees|vbz: 11
toward|in: 371
female|jj: 20
aggressiveness|nn: 5
tremendously|rb: 5
accelerated|vbn: 12
postwar|jj: 11
rush|nn: 15
miles|nns: 163
duties|nns: 33
normally|rb: 34
reserved|vbn: 23
circumstances|nns: 84
sway|nn: 4
maintenance|nn: 54
found|vbd: 266
cope|vb: 19
kinds|nns: 32
considered|vbn: 119
helpless|jj: 20
liked|vbd: 44
darkness|nn: 42
balance|vb: 8
checkbook|nn: 5
fix|vb: 13
car|nn: 260
choose|vb: 43
deal|vb: 41
concerned|vbn: 126
dominate|vb: 8
factor|nn: 67
comparatively|ql: 12
discovery|nn: 34
depths|nns: 19
desire|nn: 68
response|nn: 74
manuals|nns: 4
women's|nns$: 14
magazine|nn: 32
articles|nns: 30
stress|vb: 10
climax|nn: 13
describe|vb: 41
detail|nn: 70
woman's|nn$: 19
capacity|nn: 80
noted|vbn: 60
albert|np: 27
ellis|np: 7
declared|vbn: 14
flatly|rb: 7
superior|jj: 30
capable|jj: 66
greater|jjr: 174
surprisingly|rb: 13
recently|rb: 121
enlightened|vbn: 7
claim|vb: 28
capabilities|nns: 22
paradoxically|rb: 11
despise|vb: 7
standing|vbg: 93
aggressive|jj: 16
wants|vbz: 62
under|rb: 14
finds|vbz: 56
inadequate|jj: 32
fails|vbz: 13
gain|vb: 23
disgusted|vbn: 6
weak|jj: 32
series|nn: 109
finding|vbg: 41
stronger|jjr: 36
personality|nn: 45
affair|nn: 32
lasted|vbd: 11
lover|nn: 16
reduced|vbn: 69
list|nn: 125
temporary|jj: 31
triggered|vbn: 6
passing|vbg: 56
urgent|jj: 20
emotional|jj: 65
need|nn: 152
stone|nn: 41
wall|nn: 125
unusually|ql: 5
work|vb: 169
return|vb: 73
burst|nn: 10
sweep|vb: 7
feels|vbz: 44
creeping|vbg: 8
vigorous|jj: 26
asking|vbg: 65
reassurance|nn: 8
desirable|jj: 32
sudden|jj: 34
demands|nns: 42
flattered|vbn: 5
ego|nn: 12
lifted|vbn: 8
remarks|vbz: 7
can't|md*: 164
measured|vbn: 57
general|jj: 283
couple|nn: 117
agreement|nn: 73
approach|nn: 100
satisfied|vbn: 31
adjustment|nn: 26
brief|jj: 62
shake|vb: 15
cure|nn: 16
lie|vb: 53
get|vb: 713
back|rb: 704
comments|vbz: 1
steps|nns: 111
becoming|vbg: 52
expressive|jj: 6
demanding|jj: 2
understanding|jj: 1
continues|vbz: 41
fear|vb: 28
success|nn: 85
depends|vbz: 47
trick|nn: 14
play|nn: 88
eight|cd: 98
nine|cd: 65
roberts|np: 37
paused|vbn: 3
mickey|np: 29
waiting|vbg: 97
longer|jjr: 66
impatient|jj: 8
trying|vbg: 146
planning|nn: 44
looked|vbd: 315
banister|nn: 5
hotel|nn: 78
desk|nn: 64
telephone|nn: 66
pen|nn: 15
set|nn: 84
call|vb: 132
check|vb: 50
wouldn't|md*: 121
heard|vbd: 123
felt|vbd: 293
subtle|jj: 25
change|nn: 159
air|nn: 214
pressure|nn: 178
glanced|vbd: 23
hurtling|vbg: 5
above|rb: 86
flying|vbg: 34
bloody|jj: 8
twisted|vbd: 12
tried|vbd: 114
gripped|vbd: 9
roberts'|np$: 12
weight|nn: 90
struck|vbd: 40
moment|nn: 238
groin|nn: 4
gasped|vbd: 5
impact|nn: 65
tore|vbd: 15
rail|nn: 16
tumbled|vbd: 7
agony|nn: 9
down|in: 186
managed|vbd: 22
hunch|vb: 1
draw|vb: 44
final|jj: 138
fall|nn: 70
back|nn: 174
shoulders|nns: 49
fuzzy|jj: 7
lobby|nn: 16
floor|nn: 153
body|nn: 268
cleared|vbd: 13
saw|vbd: 327
taller|jjr: 7
upward|rb: 24
reaching|vbg: 42
turned|vbd: 241
stairs|nns: 43
razor|nn: 15
flashed|vbd: 10
empty|jj: 61
pocket|nn: 42
knew|vbd: 373
retrieved|vbn: 9
weapon|nn: 40
fixed|vbd: 12
other's|ap$: 8
feet|nns: 277
direction|nn: 131
attack|nn: 77
rose|vbd: 59
stiffly|rb: 9
forcing|vbg: 12
lock|nn: 18
nearly|rb: 104
back|vb: 25
off|rp: 463
slowly|rb: 113
wary|jj: 6
moved|vbd: 135
inside|rb: 66
extended|vbd: 12
fingers|nns: 65
curled|vbd: 6
that|ql: 56
big|jj: 300
fool|nn: 30
hoping|vbg: 29
brushed|vbd: 14
started|vbd: 136
held|vbd: 120
handled|vbn: 19
move|nn: 36
apart|rb: 55
last|ap: 580
step|nn: 106
waited|vbd: 64
slack|jj: 6
arms|nns: 110
easier|jjr: 44
hands|nns: 282
pockets|nns: 17
taunt|nn: 3
lost|vbn: 122
advanced|vbd: 9
hint|nn: 7
short|jj: 183
reach|nn: 14
stopped|vbd: 99
backed|vbd: 21
fixed|vbn: 69
grin|nn: 12
hideous|jj: 9
swollen|jj: 8
nose|nn: 59
blood|nn: 117
hesitated|vbd: 18
rhythmic|jj: 11
fits|nns: 3
starts|nns: 10
dance|nn: 64
forward|rb: 95
beside|in: 76
slab|nn: 9
door|nn: 300
second|nn: 25
eye|nn: 115
kick|nn: 10
deadly|jj: 17
vicious|jj: 16
guts|nns: 9
kept|vbd: 112
silver|nn: 22
arc|nn: 40
downward|rb: 8
left|jj: 67
shoulder|nn: 58
slashed|vbd: 6
blade|nn: 13
slide|vb: 7
off|in: 155
sleeve|nn: 11
before|cs: 435
move|vb: 131
slammed|vbd: 13
fist|nn: 23
belly|nn: 23
wildly|rb: 23
fell|vbd: 85
landing|vbg: 13
heavily|rb: 50
wood|nn: 50
gasping|vbg: 5
breath|nn: 50
seconds|nns: 27
lost|vbd: 47
rip|vb: 5
jacket|nn: 33
momentary|jj: 6
sting|nn: 3
ribs|nns: 10
got|vbd: 326
knee|nn: 33
heaved|vbd: 4
scrambled|vbd: 8
clutching|vbg: 7
crouch|nn: 2
shaking|vbg: 20
charged|vbd: 17
ready|jj: 135
hit|vbd: 34
cut|vbd: 25
smashed|vbd: 11
backward|rb: 16
arched|vbd: 2
fought|vbd: 24
balance|nn: 78
stumbled|vbd: 18
post|nn: 55
foot|nn: 65
sound|nn: 115
striking|vbg: 10
solid|jj: 68
ultimate|jj: 58
across|in: 246
lowest|jjt: 13
rolled|vbn: 12
lay|vbd: 77
leaning|vbg: 15
stiff|jj: 19
panting|vbg: 9
minute|nn: 43
went|vbd: 490
pulse|nn: 8
couldn't|md*: 160
dead|jj: 157
soon|rb: 196
cold|jj: 130
12|cd-hl: 3
passed|vbn: 66
decided|vbd: 103
ten|cd: 158
minutes|nns: 182
sum|nn: 40
reasoning|nn: 9
there's|ex+bez: 102
hired|vbd: 6
hold|vb: 140
till|cs: 43
clear|rb: 9
maybe|rb: 128
catch|vb: 36
i'll|ppss+md: 170
myself|ppl: 128
sprawled|vbn: 9
nobody|pn: 68
climbed|vbd: 41
suitcase|nn: 20
packed|vbd: 7
left|vbd: 153
didn't|dod*: 375
perfect|jj: 57
walking|vbg: 54
impulse|nn: 19
logically|rb: 12
behind|rb: 27
carry|vb: 87
rag|nn: 7
wiping|vbg: 6
carefully|rb: 86
touched|vbn: 18
hour|nn: 143
rented|vbn: 7
overcoat|nn: 4
returned|vbd: 77
set|vbd: 68
near|in: 152
outside|rb: 65
garage|nn: 19
mildly|rb: 5
snowing|vbg: 4
softly|rb: 28
silently|rb: 17
interruption|nn: 8
sky|nn: 55
hair|nn: 146
key|nn: 47
jeep|nn-tl: 13
started|vbn: 53
warmed|vbd: 6
five|cd: 257
swung|vbd: 43
drive|nn: 47
searched|vbd: 7
seat|nn: 52
heavier|jjr: 14
anticipated|vbn: 19
onto|in: 57
work|nn: 571
dumped|vbd: 7
roll|vb: 18
porch|nn: 41
closed|vbd: 39
unlocked|vbn: 6
drove|vbd: 58
tour|nn: 38
earlier|rbr: 67
continuously|rb: 23
quietly|rb: 47
dip|nn: 4
woods|nns: 22
already|rb: 257
earlier|jjr: 73
barely|rb: 25
discernible|jj: 8
low|jj: 139
spot|nn: 53
higher|jjr: 134
ground|nn: 164
gear|nn: 25
fork|nn: 12
road|nn: 174
entrance|nn: 57
abandoned|vbn: 20
mine|nn: 20
parked|vbd: 7
headlights|nns: 6
tunnel|nn: 9
illumination|nn: 9
extended|vbn: 43
farther|rbr: 23
half|abn: 233
dozen|nn: 51
passage|nn: 49
flashlight|nn: 8
edge|nn: 74
pit|nn: 12
tossed|vbd: 21
bag|nn: 41
watched|vbd: 64
dry|jj: 52
dust|nn: 63
spray|vb: 2
settled|vbd: 31
carrying|vbg: 68
soft|jj: 59
snow|nn: 50
underfoot|rb: 4
twice|rb: 74
inside|in: 72
fallen|vbn: 33
timber|nn: 19
collapsed|vbd: 10
clumsy|jj: 6
burden|nn: 41
drag|nn: 5
looking|vbg: 164
paces|nns: 6
casually|rb: 13
toss|vb: 6
die|vb: 57
wind|vb: 7
knelt|vbd: 7
corpse|nn: 7
rid|jj: 14
tension|nn: 54
rolled|vbd: 33
hung|vbd: 51
momentarily|rb: 5
dropping|vbg: 16
strong|jj: 181
push|nn: 7
dryly|rb: 4
hole|nn: 52
threw|vbd: 45
beam|nn: 19
awkward|jj: 10
twelve|cd: 46
fifteen|cd: 53
deep|jj: 82
enough|qlp: 236
chance|nn: 116
anyone|pn: 134
enter|vb: 76
shaft|nn: 11
during|in: 572
winter|nn: 75
external|jj: 40
covered|vbn: 86
probably|rb: 254
intact|jj: 14
spring|nn: 101
remembered|vbd: 49
landed|vbd: 12
thigh|nn: 9
poised|vbn: 8
slid|vbd: 24
checked|vbd: 10
made|vbn: 639
stains|nns: 9
there|rb: 542
cleaned|vbd: 2
using|vbg: 142
nail|nn: 5
wiped|vbd: 10
steering|vbg: 9
wheel|nn: 52
replaced|vbd: 12
tire|nn: 16
marks|nns: 13
dusty|jj: 16
noticeable|jj: 11
scrutiny|nn: 14
spend|vb: 50
doubted|vbd: 9
launch|vb: 7
investigation|nn: 43
judged|vbd: 3
pride|nn: 38
enough|ap: 173
sheriff|nn: 15
boy|nn: 228
apparently|rb: 118
run|vbn: 31
criticism|nn: 39
great|jj-tl: 49
expectations|nns-tl: 7
tended|vbn: 9
symbolic|jj: 35
content|nn: 39
show|vb: 193
m.|np: 59
d.|np: 63
said|vbn: 210
resides|vbz: 4
metaphor|nn: 5
j.|np: 115
h.|np: 70
miller's|np$: 6
excellent|jj: 65
chapter|nn: 34
lately|rb: 11
illustrated|vbn: 32
novel|nn: 48
read|vbn: 47
analysis|nn: 93
touches|vbz: 5
explore|vb: 12
neglected|vbn: 15
discussions|nns: 31
art|nn: 176
recurring|vbg: 6
narrative|nn: 20
essay|nn: 19
seeks|vbz: 8
exploration|nn: 20
theatrical|jj: 11
victorian|jj: 7
writers|nns: 71
instinctively|rb: 10
next|rb: 46
voice|nn: 214
useful|jj: 56
possession|nn: 21
fiction|nn: 46
theatre|nn: 19
gesture|nn: 32
accidental|jj: 9
therefore|rb: 194
vivid|jj: 25
figures|nns: 99
suggestive|jj: 9
eccentric|jj: 10
obsession|nn: 4
bites|vbz: 2
forefinger|nn: 5
conveys|vbz: 4
contempt|nn: 15
inscrutable|jj: 5
half|rb: 6
dealings|nns: 7
miss|np: 214
unhappiness|nn: 6
concentrated|vbn: 29
restless|jj: 12
broken|vbn: 57
stick|nn: 23
signature|nn: 6
glad|jj: 37
reveals|vbz: 21
self-satisfaction|nn: 4
rubbing|vbg: 11
frantic|jj: 10
imprisonment|nn: 6
useless|jj: 17
extraordinary|jj: 31
lift|vb: 17
whereas|cs: 39
joe|np: 55
apologetically|rb: 6
drawing|vbg: 27
worthy|jj: 25
remark|nn: 29
novels|nns: 22
serve|vb: 100
plot|nn: 29
theme|nn: 52
unifying|vbg: 4
complex|nn: 30
values|nns: 165
element|nn: 52
means|nn: 73
structure|nn: 86
define|vb: 17
major|jj: 208
characters|nns: 36
device|nn: 53
ordering|vbg: 2
diverse|jj: 13
themes|nns: 7
guilt|nn: 31
pursuit|nn: 15
crime|nn: 27
materialism|nn: 6
institutions|nns: 91
friendship|nn: 25
romantic|jj: 30
forgiveness|nn: 15
redemption|nn: 4
lady|nn-tl: 31
macbeth|np: 5
thomas|np: 93
famous|jj: 87
hands|nns-tl: 3
mr.|np-tl: 1
UNK|np-tl: 824
ideas|nns: 138
punishment|nn: 21
strikes|vbz: 8
pip's|np$: 13
pie|nn: 13
associations|nns: 27
suit|vb: 8
gothic|jj: 1
aspects|nns: 58
plane|nn: 111
relate|vb: 6
sin|nn: 49
analyzed|vbn: 11
critics|nns: 26
opens|vbz: 16
convict|nn: 5
frantically|rb: 8
avoid|vb: 54
nemesis|nn: 4
mysterious|jj: 24
looks|vbz: 65
frightened|vbn: 24
churchyard|nn: 6
stretching|vbg: 16
cautiously|rb: 8
graves|nns: 6
twist|nn: 12
ankle|nn: 8
pull|vb: 38
pip|np: 20
stealing|vbg: 4
pork|nn: 10
creating|vbg: 29
image|nn: 117
boy's|nn$: 16
imagination|nn: 64
creep|vb: 7
tear|vb: 9
theft|nn: 10
committed|vbn: 22
guilty|jj: 28
projects|vbz: 4
wooden|jj: 49
devoting|vbg: 10
held|vbn: 126
upside|rb: 8
graveyard|nn: 7
terror|nn: 24
later|rbr: 335
panic|nn: 18
table|nn: 143
discovered|vbn: 42
blocked|vbn: 7
soldier|nn: 38
holds|vbz: 37
pair|nn: 49
forge|nn: 4
details|nns: 55
outset|nn: 13
ironic|jj: 13
bond|nn: 42
alter|vb: 15
lives|nns: 48
commonly|rb: 29
translate|vb: 15
feelings|nns: 57
deeds|nns: 6
represent|vb: 37
underworld|nn: 5
closely|rb: 65
allied|vbn: 10
linking|nn: 1
violence|nn: 43
wondered|vbn: 3
psychological|jj: 40
fully|rb: 59
magwitch's|np$: 4
climactic|jj: 4
london|np: 78
clasping|vbg: 4
fears|vbz: 3
stained|vbn: 22
shouts|vbz: 3
abuse|nn: 13
holiday|nn: 16
beats|vbz: 3
prelude|nn: 3
blow|nn: 22
dealt|vbn: 14
unknown|jj: 43
identity|nn: 55
revealed|vbn: 18
verbally|rb: 5
manual|jj: 7
tracing|nn: 1
hammer|nn: 6
slate|nn: 5
murderous|jj: 4
secret|jj: 40
rendezvous|nn: 7
marshes|nns: 4
lays|vbz: 5
emphasis|nn: 54
scene|nn: 96
shakes|vbz: 3
bangs|vbz: 1
mouth|nn: 99
watered|vbd: 4
victim|nn: 26
lets|vbz: 5
hang|vb: 24
loose|jj: 40
sides|nns: 97
observes|vbz: 8
intensely|rb: 7
come|vbn: 188
alive|jj: 54
disfigured|vbn: 3
wrists|nns: 6
sinister|jj: 13
for|cs: 478
master|nn: 48
coolly|rb: 5
exhibiting|vbg: 6
dinner|nn: 91
guests|nns: 60
grip|nn: 19
iron|jj: 1
remove|vb: 56
dish|nn: 15
rests|vbz: 16
got|vbn: 136
murder|nn: 58
charge|nn: 96
cleverly|rb: 4
sleeves|nns: 7
trial|nn: 112
conceal|vb: 7
backs|nns: 11
scratches|nns: 6
similarity|nn: 9
clue|nn: 15
establishes|vbz: 4
cruelty|nn: 13
house|nn-tl: 182
holding|nn: 4
river|nn: 78
frustrate|vb: 4
escape|nn: 18
culminates|vbz: 5
laying|nn: 2
identify|vb: 26
struggle|nn: 52
ironically|rb: 6
agent|nn: 42
tale|nn: 20
revenge|nn: 7
retribution|nn: 4
elsewhere|rb: 42
associated|vbn: 55
false|jj: 27
snobbery|nn: 4
hypocrisy|nn: 7
injustice|nn: 16
attach|vb: 11
based|vbn: 113
wealth|nn: 19
suggests|vbz: 29
evils|nns: 8
page|nn: 61
description|nn: 49
brothers|nns: 35
living|nn: 24
exceedingly|ql: 6
early|rb: 105
born|vbn: 97
expectations|nns: 16
illusion|nn: 35
turn|vb: 134
somewhat|rb: 28
naive|jj: 18
hero|nn: 46
american|jj-tl: 108
tragedy|nn-tl: 1
lure|nn: 4
prosperity|nn: 14
income|nn: 95
calls|vbz: 43
portable|jj: 13
property|nn: 145
letting|vbg: 28
slip|nn: 12
importantly|rb: 8
accent|nn: 9
index|nn: 75
status|nn: 93
corruption|nn: 14
shame|nn: 20
estella|np: 4
cruelly|rb: 4
before|rb: 156
troubled|vbd: 8
vulgar|jj: 7
joe's|np$: 5
deliberate|jj: 14
contrast|nn: 68
blackened|vbn: 4
symbolize|vb: 9
opposition|nn: 43
coldness|nn: 4
gives|vbz: 111
reunion|nn: 10
marked|vbn: 65
embarrassed|vbn: 7
wipe|vb: 10
god's|np$: 36
sake|nn: 34
your|pp$: 849
kiss|vb: 9
seems|vbz: 254
opening|vbg: 54
glamour|nn: 5
journey|nn: 24
immediately|rb: 115
follows|vbz: 74
lay|vb: 44
village|nn: 46
symbolically|rb: 5
innocence|nn: 28
vanity|nn: 7
incidentally|rb: 13
miss|vb: 20
significance|nn: 64
recognition|nn: 41
talk|nn: 38
herbert|np: 12
pocket|np: 4
hopeless|jj: 13
attachment|nn: 5
represents|vbz: 38
heightened|vbn: 3
contrary|jj: 38
variety|nn: 80
movements|nns: 41
climate|nn: 24
encounters|vbz: 4
attendance|nn: 12
summed|vbn: 3
gestures|nns: 6
choking|nn: 1
heaving|vbg: 3
unnatural|jj: 8
kisses|vbz: 1
parody|nn: 4
lady's|nn$: 5
discovering|vbg: 7
sizable|jj: 15
amount|nn: 139
premium|nn: 11
paid|vbn: 93
apprentice|nn: 14
pumping|vbg: 7
leave|nn: 9
loss|nn: 82
fortune|nn: 22
extending|vbg: 26
magnificently|rb: 5
fat|jj: 45
identifies|vbz: 6
providence|np: 36
latter's|nn$: 10
generosity|nn: 6
earliest|jjt: 22
benefactor|nn: 3
learns|vbz: 10
helper|nn: 6
exactly|rb: 90
matches|vbz: 4
financial|jj: 82
resource|nn: 9
customer|nn: 22
touch|vb: 31
outside|nn: 21
elbow|nn: 7
rub|vb: 4
shop|nn: 49
respectability|nn: 5
spoon|nn: 6
surrounded|vbn: 17
ancient|jj: 62
campus|nn: 26
spacious|jj: 9
buildings|nns: 75
mostly|rb: 39
dartmouth|np: 25
student|nn: 108
monastic|jj: 7
simple|jj: 153
relatively|ql: 75
presence|nn: 74
influence|nn: 106
fast|rb: 42
pleasures|nns: 5
heir|nn: 7
rare|jj: 39
gifts|nns: 11
space|nn: 166
silence|nn: 46
chooses|vbz: 8
country|nn: 300
century|nn: 171
hills|nns: 34
bear|nn: 10
grease|nn: 9
zeal|nn: 6
learning|nn: 11
men's|nns$: 18
shops|nns: 15
compare|vb: 26
favorably|rb: 13
princeton|np: 6
haven|nn-tl: 6
automobiles|nns: 24
stream|vb: 2
hanover|np: 64
weekend|nn: 26
smith|np: 46
mount|nn-tl: 16
cambridge|np: 12
west|jj-tl: 90
outdoor|jj: 22
would-be|jj: 5
youth|nn: 70
adopt|vb: 13
embarrassment|nn: 8
fun|nn: 40
rise|nn: 52
ivy|nn-tl: 8
league|nn-tl: 45
affects|vbz: 18
faculty|nn: 73
winter|nn-tl: 3
carnival|nn-tl: 7
widely|rb: 47
recognized|vbn: 49
greatest|jjt: 84
college|nn: 154
anywhere|rb: 37
broadcast|vbn: 4
television|nn: 50
john|np: 291
sloan|np: 14
screen|nn: 40
rugged|jj: 19
topped|vbn: 4
confessed|vbd: 6
acquired|vbn: 18
president|nn-tl: 235
picture|nn: 155
masculine|jj: 7
carefree|jj: 9
cropped|vbd: 1
broadcast|nn: 11
dean|nn-tl: 4
wearing|vbg: 44
ski|nn: 2
clothes|nns: 85
queen|nn: 20
pretty|jj: 37
dean|nn: 13
crown|nn: 16
kissed|vbd: 15
students|nns: 181
enjoy|vb: 41
diversions|nns: 4
groups|nns: 120
canoe|vb: 1
connecticut|np-tl: 3
river|nn-tl: 82
class|nn: 155
canoe|nn: 5
handy|jj: 13
tree|nn: 55
way|ql: 6
hardy|jj: 6
travelers|nns: 7
hailed|vbn: 4
press|nn: 75
girls|nns: 138
voyageurs|fw-nns: 4
hot|jj: 119
soup|nn: 16
kisses|nns: 3
favorite|jj: 36
skiing|vbg: 5
since|in: 176
thousand|cd: 87
pairs|nns: 14
assembled|vbn: 16
united|vbn-tl: 435
states|nns-tl: 428
stopped|vbn: 26
regarding|vbg: 2
olympic|jj-tl: 3
ski|nn-tl: 2
team|nn-tl: 2
name|nn: 246
intercollegiate|jj-tl: 1
union|nn-tl: 98
sports|nns: 44
colleges|nns: 36
canada|np: 30
ski|jj: 1
everywhere|rb: 41
starting|vbg: 64
hire|vb: 14
horse|nn: 110
oak|nn-tl: 7
hill|nn-tl: 32
lift|nn: 5
UNK|np$-tl: 68
ledge|nn-tl: 2
north|nr: 60
east|nr-tl: 40
ranging|vbg: 30
expert|jj: 11
forty|cd: 34
mountain|nn: 26
lodge|nn-tl: 5
acts|vbz: 11
host|nn: 36
year|nn: 620
hundred|cd: 156
introduced|vbn: 36
dartmouth|np-tl: 4
outing|nn-tl: 3
club|nn-tl: 73
trails|nns: 13
virgin|jj: 4
spruce|nn: 2
handle|vb: 33
dining|vbg: 26
sleeping|vbg: 35
lounging|vbg: 4
huge|jj: 54
owns|vbz: 12
chain|nn: 45
fourteen|cd: 29
cabins|nns: 6
several|ap: 366
shelters|nns: 23
vermont|np: 16
just|ql: 63
college|nn-tl: 99
grant|nn-tl: 1
acres|nns: 41
wilderness|nn: 8
logging|vbg: 4
equipped|vbn: 34
bunks|nns: 17
blankets|nns: 10
equipment|nn: 156
bases|nns: 19
hikes|nns: 4
trips|nns: 29
regular|jj: 79
small|jj: 507
unofficial|jj: 5
hunting|vbg: 29
fishing|vbg: 29
climbing|vbg: 9
auspices|nns: 6
tough|jj: 34
mckinley|np-tl: 1
&|cc-tl: 99
bullet|nn-tl: 2
self-evident|jj: 5
sports|vbz: 1
chopping|vbg: 5
races|nns: 17
like|jj: 35
morning|nn: 200
drive|vb: 45
along|in: 195
back|jj: 27
roads|nns: 53
glimpse|nn: 14
game|nn: 121
deer|nns: 5
bear|nns: 1
uncommon|jj: 8
boys|nns: 134
lot|nn: 119
learning|vbg: 46
feel|nn: 15
ax|nn: 5
handle|nn: 18
sharp|jj: 70
tang|nn: 4
backwoods|nns: 4
camp|nn: 64
washington|np-tl: 28
thirty-five|cd: 13
degrees|nns: 23
zero|cd: 17
commonplace|jj: 11
wind|nn: 54
velocity|nn: 26
registered|vbn: 16
higher|rbr: 14
wisdom|nn: 41
seek|vb: 68
accused|vbn: 20
loudly|rb: 17
caused|vbn: 42
comment|vb: 7
loyalty|nn: 20
rather|ql: 103
specially|rb: 9
hanoverian|jj: 5
best|rbt: 48
supreme|jj-tl: 32
court|nn-tl: 112
nineteenth|od: 33
state|nn-tl: 228
hampshire|np-tl: 10
casting|vbg: 3
found|vb: 1
university|nn: 86
ready-made|jj: 5
proctor|nn: 3
ordered|vbd: 28
legislators|nns: 19
liberate|vb: 4
entered|vbd: 74
trustees|nns: 15
classrooms|nns: 5
factions|nns: 5
fighting|vbg: 53
1819|cd: 6
judicial|jj: 15
1817|cd: 4
debating|vbg: 2
legal|jj: 71
contracts|nns: 18
charters|nns: 3
hired|vbn: 19
arguing|vbg: 10
specifically|rb: 37
daniel|np: 13
webster|np: 4
1801|cd: 4
plight|nn: 7
focus|nn: 25
plea|nn: 9
king|nn: 25
chief|jjs-tl: 8
justice|nn-tl: 19
marshall|np: 22
bathed|vbn: 6
uncle|np: 7
sir|nn: 36
love|vb: 49
thanks|nns: 34
keeping|vbg: 56
origins|nns: 7
humble|jj: 14
presbyterian|jj: 1
founded|vbd: 6
second|od: 314
earl|nn: 1
sponsor|nn: 8
pausing|vbg: 6
plain|nn: 7
forests|nns: 9
good|jj: 693
hall|nn-tl: 35
log|nn: 11
