furthermore|rb: 0.0010200034000113333
working|vbg: 0.008334770362706214
mind|nn: 0.0018973794556344068
graduate|nn: 0.00014179704116840762
contradict|vb: 0.00012264295569523224
most|ql: 0.07439773264052905
formidable|jj: 0.00025769459968754527
instructor|nn: 5.401792044510767e-05
norton|np: 0.0002391414820793352
jesus|np: 0.0017038830598152632
like|cs: 0.04537611341696591
religious|jj: 0.0024803105219926235
teachers|nns: 0.0012512605983640234
see|vb: 0.02314885788747509
miracle|nn: 0.00010128360083457687
proves|vbz: 0.0022148394241417496
doctrine|nn: 0.0002430806420029845
missionary|nn: 6.752240055638458e-05
obligation|nn: 0.00010803584089021533
proclaim|vb: 0.00018396443354284838
gospel|nn: 6.0770160500746126e-05
once|rb: 0.011418371394571315
left|vbn: 0.006203736341205498
zealous|jj: 6.442364992188632e-05
individuals|nns: 0.0012699361296828896
voluntary|jj: 0.0003543300745703748
societies|nns: 0.0006723191274791767
part|nn: 0.003038508025037306
movement|nn: 0.0007900120865096996
looked|vbn: 0.001339443073669369
upon|rb: 0.0011616705389017963
essential|jj: 0.0012079434360353686
life|nn: 0.004415964996387552
education|nn: 0.0011141196091803455
children|nns: 0.006293654054457849
too|rb: 0.007650025500085
hardly|rb: 0.0025500085000283333
congregation|nn: 0.0003038508025037306
assume|vb: 0.001839644335428484
full|jj: 0.0033983475333795037
school|nn: 0.002741409462589214
thought|vbn: 0.002608389143461403
failing|vbg: 0.0009771799735586596
serious|jj: 0.0017877562853323456
weakness|nn: 0.0003038508025037306
ecumenical|jj: 0.0004187537244922611
generally|rb: 0.0035700119000396666
regarded|vbn: 0.0015509340853013746
responsibility|nn: 0.0007765076063984226
national|jj: 0.0034466652708209184
leaders|nns: 0.001811526537930004
each|dt: 0.09862227324913891
executives|nns: 0.00013072871923206216
pastors|nns: 0.00011205318791319613
laymen|nns: 0.00011205318791319613
believe|vb: 0.005886861873371148
important|jj: 0.005765916668008826
lies|vbz: 0.005537098560354375
outside|in: 0.0007010404466140602
province|nn: 9.453136077893842e-05
even|vb: 0.0008585006898666257
dismiss|vb: 0.00015330369461904033
concerns|vbz: 0.0017995570321151717
rover|np-tl: 0.0002572678157962439
boys|nns-tl: 0.003269500233535731
dubbed|vbn: 0.00010574550581600282
like|vb: 0.0060708263069139965
go|vb: 0.017936532270427717
international|jj: 0.0017394385478909308
assemblies|nns: 0.00011205318791319613
expense|nn: 0.000324107522670646
accounts|nns: 0.0004855638142905166
permit|vb: 0.001931626552199908
as|ql: 0.12635805384978743
long|rb: 0.0051850172833909445
view|nn: 0.0011006151290690687
prevails|vbz: 0.0009689922480620155
will|md: 0.17275141055426485
halt|vb: 0.00021462517246665643
next|ap: 0.030928949929706934
stage|nn: 0.0011276240892916225
ahead|rb: 0.003003343344477815
making|vbg: 0.012818302006093005
thoroughly|rb: 0.0008500028333427778
local|jj: 0.00438080819468827
community|nn: 0.0014517316119622686
progress|nn: 0.000708985205842038
take|vb: 0.017752567836884867
place|nn: 0.003085773705426775
far|ql: 0.01487954652810581
through|in: 0.007412220331882807
summit|nn: 2.0256720166915374e-05
conference|nn: 0.0003916299232270306
national|jj-tl: 0.037575150300601205
council|nn-tl: 0.0057865905408533294
world|nn-tl: 0.007329681351747551
offices|nns: 0.0007283457214357749
denominational|jj: 0.00014495321232424423
boards|nns: 0.0006909946587980428
happens|vbz: 0.005398671096345515
communities|nns: 0.0007656967840735069
where|wrb: 0.20637468470534281
live|vb: 0.004537789360723594
together|rb: 0.007281690938969796
front|jj: 0.0011757316110744254
advance|nn: 0.00026333736216989985
witnessing|vbg: 0.00028740587457607634
traditions|nns: 0.0003735106263773204
until|cs: 0.01543627290957422
terms|nns: 0.0028947073544242333
makes|vbz: 0.022840531561461794
attitudes|nns: 0.000821723378030105
programs|nns: 0.002558547790684645
relationships|nns: 0.0006536435961603108
inevitable|jj: 0.0004992832868946191
aspect|nn: 0.00028359408233681523
unity|nn: 0.0004388956036164998
profess|vb: 0.00015330369461904033
meetings|nns: 0.0005229148769282486
main|jjs-tl: 0.5
street|nn-tl: 0.007406835892292261
nation|nn: 0.0007359941660645919
the|at-hl: 0.7585139318885449
ecumenical|jj-hl: 0.005154639175257732
congregation|nn-hl: 0.0006983240223463687
relation|nn: 0.0004186388834495844
decisive|jj: 0.00027380051216801686
question|nn: 0.0014854928122404608
hearts|nns: 0.0003735106263773204
members|nns: 0.005770739177529601
meet|vb: 0.004139199754714089
almost|ql: 0.017949929145016533
carried|vbn: 0.002220655622136059
grass|nn: 0.00034436424283756136
roots|nns: 0.00039218615769618645
describing|vbg: 0.0009771799735586596
unfortunate|jj: 0.00028990642464848845
implies|vbz: 0.0022148394241417496
whatever|wdt: 0.01994408201304753
over-all|jj: 0.0005314951118555621
organization|nn: 0.0007022329657863996
top|nn: 0.0008372777668991688
needs|vbz: 0.007751937984496124
so-called|jj: 0.0005153891993750905
lower|jjr: 0.055205047318611984
levels|nns: 0.0012139095357262914
just|rb: 0.021476738255794187
true|jj: 0.003430559358340447
character|nn: 0.0007697553663427842
integral|jj: 0.00020937686224613056
unit|nn: 0.0006414628052856536
whole|jj: 0.0039781603826764805
people|nns-tl: 0.004203643157403083
of|in-tl: 0.7852161785216178
god|np-tl: 0.007460766658091073
throughout|in: 0.0010344621224426984
misconception|nn: 2.7008960222553833e-05
problems|nns: 0.004258021140701453
solved|vbn: 0.0005992245329573493
knowledge|nn: 0.000972322568011938
world-wide|jj: 0.00016105912480471581
extension|nn: 0.00021607168178043067
connections|nns: 0.0002427819071452583
needed|vbn: 0.004300317236517448
information|nn: 0.0017555824144659992
active|jj: 0.0012562611734767833
commitment|nn: 8.777912072329996e-05
total|nn: 0.0008710389671773611
basic|jj: 0.0025286282594340383
hardly|ql: 0.0015351913084553613
emphasize|vb: 0.0006132147784761613
realize|vb: 0.001992948030047524
gathered|vbn: 0.00035248501938667606
fellowship|nn: 0.0001755582414465999
meeting|vbg: 0.0017819164223716734
regularly|rb: 0.0005666685555618518
face|nn: 0.0020391764968028143
personally|rb: 0.0010766702555675186
sharing|vbg: 0.0011496234983043054
common|jj: 0.00315675884617243
experience|nn: 0.0016880600139096145
expressing|vbg: 0.0013220670230499512
daily|jj: 0.0007086601491407496
unique|jj: 0.0009341429238673517
idea|nn: 0.0012424121702374763
feature|nn: 0.0001958149616135153
religions|nns: 0.00033615956373958837
mistaken|vbn: 0.0005639760310186818
jewish|jj: 0.001030778398750181
affords|vbz: 0.0005537098560354374
parallel|nn: 6.752240055638458e-05
buddhism|np: 0.0002690341673392521
taoism|np: 0.0001195707410396676
although|cs: 0.014410297066641795
sacred|jj: 0.0005476010243360337
scriptures|nns: 7.470212527546409e-05
priests|nns: 0.00029880850110185637
spiritual|jj: 0.0009824606613087665
disciplines|nns: 7.470212527546409e-05
places|nns: 0.001680797818697942
prayer|nn: 0.000162053761335323
household|nn: 0.0002093194417247922
faith|nn: 0.0006144538450630997
characteristic|jj: 0.0006764483241798064
individual|nn: 0.0005199224842841613
altar|nn: 2.7008960222553833e-05
shrine|nn: 3.376120027819229e-05
rather|in: 0.0010088143012251108
continuing|vbg: 0.003448870494912916
group|nn: 0.0024713198603636757
distinctive|jj: 0.00030601233712896004
kind|nn: 0.0019041316956900452
far|rb: 0.0070266900889669635
falls|nns: 7.470212527546409e-05
below|in: 0.0006839418991356685
testament|nn-tl: 0.0017745544325283543
means|vbz: 0.013981173864894796
UNK|fw-nn: 0.6666666666666666
little|ql: 0.012399622106754842
gracious|jj: 0.00012884729984377264
likes|vbz: 0.0024916943521594683
acts|nns-tl: 0.0009341429238673517
UNK|nns-tl: 0.08220457730032694
new|jj: 0.01652466620496384
depth|nn: 0.0003578687229488383
derived|vbn: 0.001339443073669369
awareness|nn: 0.00021607168178043067
corporate|jj: 0.00027380051216801686
dietrich|np: 0.0001195707410396676
puts|vbz: 0.0027685492801771874
consists|vbz: 0.005813953488372093
solely|rb: 0.00048166827222757407
mean|vb: 0.004691093055342634
whom|wpo: 0.5107913669064749
level|nn: 0.0013031823307382224
merely|rb: 0.0035700119000396666
prefer|vb: 0.0007665184730952016
association|nn: 0.00031060304255936907
vast|jj: 0.0009663547488282948
describes|vbz: 0.003045404208194906
found|vbn: 0.009094113500176243
average|jj: 0.0010146724862697097
building|nn: 0.0006279583251743766
really|rb: 0.00600668668895563
sees|vbz: 0.004568106312292359
universal|jj: 0.0006281305867383917
vital|jj: 0.0008375074489845222
body|nn-tl: 0.0003086181621788442
christ|np-tl: 0.0018008747105737071
participating|vbg: 0.000862217623728229
necessary|jj: 0.003430559358340447
exists|vbz: 0.005398671096345515
course|nn: 0.003004746824759114
perspective|nn: 0.0001755582414465999
dealing|vbg: 0.0024716905213542566
directly|rb: 0.0036550121833739445
nearby|jj: 0.00037043598705084634
particular|jj: 0.0025125223469535667
viewpoint|nn: 0.00010803584089021533
valid|jj: 0.00032211824960943163
related|vbn: 0.00324286217835742
neither|dtx: 0.35
adequate|jj: 0.0010468843112306527
stands|vbz: 0.00650609080841639
alone|rb: 0.005100017000056667
difficulty|nn: 0.0004929135240616075
arises|vbz: 0.0017995570321151717
either|dtx: 0.61
all|ql: 0.027279168634860653
divergent|jj-hl: 0.002577319587628866
UNK|nns-hl: 0.0945273631840796
little|jj: 0.004396914107168742
illustrative|jj: 8.052956240235791e-05
afforded|vbn: 0.00024673951357067324
incident|nn: 0.00020256720166915375
professor|nn-tl: 0.0021603271352519096
second|od-tl: 0.046875
great|jj: 0.009502488363478234
native|jj: 0.0005476010243360337
geneva|np: 0.0003288195378590859
renew|vb: 0.00012264295569523224
contacts|nns: 0.0004295372203339185
member|nn: 0.0008710389671773611
provisional|jj-tl: 0.000501002004008016
committee|nn-tl: 0.00663529048684515
churches|nns-tl: 0.006071929005137786
mishap|nn: 2.7008960222553833e-05
breaking|vbg: 0.0012071046732195206
providing|vbg: 0.0031039834454216243
ones|nns: 0.0020543084450752626
glasses|nns: 0.0005229148769282486
used|vbd: 0.005320197044334975
symbol|nn: 0.0003578687229488383
vision|nn: 0.0003578687229488383
required|vbn: 0.0052520267888614735
distant|jj: 0.0005637069368165053
keep|vb: 0.007634523992028208
christian|np: 0.0003886049083789197
tend|vb: 0.0011957688180285145
compete|vb: 0.0007051969952475855
stirred|vbn: 0.0002819880155093409
crises|nns: 0.00039218615769618645
encounter|nn: 8.777912072329996e-05
large|jj: 0.005637069368165054
eyes|nns: 0.006891271056661562
doing|vbg: 0.008852100936943151
town|nn: 0.0013301912909607762
escape|vb: 0.0013184117737237468
dickens|np: 0.0004483902788987535
pictured|vbd: 7.881773399014778e-05
mrs.|np: 0.015574089020416704
falling|vbg: 0.001724435247456458
her|pp$: 0.11459796080346786
concern|nn: 0.0005671881646736305
natives|nns: 0.00020543084450752624
intense|jj: 0.0005798128492969769
she|pps: 0.15647797319459367
forgot|vbd: 0.0006305418719211823
neglected|vbd: 7.881773399014778e-05
likewise|rb: 0.0005100017000056667
absorbed|vbn: 0.0007754670426506873
totalitarian|jj: 9.663547488282948e-05
state|nn: 0.003477403628653806
east|jj-tl: 0.02379759519038076
germany|np-tl: 0.00463082068433239
precarious|jj: 0.00012884729984377264
revolutionary|jj: 0.00027380051216801686
china|np: 0.0012853854661764267
anguish|nn: 4.726568038946921e-05
over|in: 0.0069420102762270345
south|jj-tl: 0.018286573146292586
africa|np-tl: 0.0033444816053511705
loses|vbz: 0.0016611295681063123
close|jj: 0.0012562611734767833
contact|nn: 0.0003578687229488383
parish|nn: 6.752240055638458e-05
indispensable|jj: 0.0002415886872070737
ministry|nn: 4.726568038946921e-05
worship|nn: 0.0001958149616135153
pastoral|jj: 9.663547488282948e-05
service|nn: 0.0014314748917953531
counseling|nn: 2.7008960222553833e-05
nurture|nn: 1.3504480111276917e-05
many|abn: 0.007612456747404845
pastor|nn: 0.00011478808094585379
intimate|jj: 0.00032211824960943163
personal|jj: 0.0029312760714458276
needs|nns: 0.001680797818697942
does|doz: 1.0
nothing|pn: 0.1621841890790546
lead|vb: 0.002422198374980837
result|nn: 0.0012829256105713071
thinking|vbg: 0.005920561016267173
satisfaction|nn: 0.00018906272155787683
connection|nn: 0.00043214336356086133
serves|vbz: 0.0051218161683277965
families|nns: 0.0012325850670451574
exaggeration|nn: 3.376120027819229e-05
ninety|cd: 0.0009136592051164915
per|in: 0.0030948370935888997
cent|nn: 0.0010263404884570456
finance|nn: 6.0770160500746126e-05
poured|vbn: 0.00024673951357067324
private|jj: 0.0028990642464848844
domestic|jj: 0.0009502488363478232
interests|nns: 0.0014753669741904157
lives|vbz: 0.004014396456256921
gap|nn: 7.427464061202304e-05
appears|vbz: 0.011489479512735327
comfortable|jj: 0.0005798128492969769
suburbs|nns: 0.00028013296978299034
eminently|ql: 0.00035427491733585264
successful|jj: 0.0014656380357229138
according|in: 0.0010515606699210902
conventional|jj: 0.000805295624023579
standards|nns: 0.0012325850670451574
growing|vbg: 0.005920561016267173
numbers|nns: 0.002297090352220521
agreeable|jj: 0.00012884729984377264
friends|nns: 0.002595898853322377
beautiful|jj: 0.0019327094976565897
preaching|nn: 4.726568038946921e-05
music|nn: 0.0012289076901261995
women|nns: 0.003212191386844956
under|in: 0.005762210500218006
heavy|jj: 0.0016428030730081013
strain|nn: 0.0001958149616135153
provides|vbz: 0.011212624584717609
sick|jj: 0.0008214015365040506
troubled|vbn: 0.0007754670426506873
helps|vbz: 0.003737541528239203
grow|vb: 0.0018089835965046759
nodding|vbg: 0.0003448870494912916
acquaintance|nn: 6.0770160500746126e-05
bible|np: 0.0013451708366962604
draws|vbz: 0.0016611295681063123
young|jj: 0.0055887516307236386
circle|nn: 0.00036462096300447674
generation|nn: 0.00034436424283756136
easy|jj: 0.0017555444603714024
lose|vb: 0.0017170013797332515
sight|nn: 0.0005401792044510766
help|vb: 0.006224130001533037
understand|vb: 0.0040778782768664725
roles|nns: 0.0006162925335225787
conception|nn: 0.0002093194417247922
includes|vbz: 0.006090808416389812
issues|nns: 0.0010831808164942292
desperate|jj: 0.0004187537244922611
urgency|nn: 7.427464061202304e-05
mankind|nn: 0.00022282392183606913
stirring|vbg: 0.0007472552738977985
confront|vb: 0.0002452859113904645
racial|jj: 0.0004026478120117895
tensions|nns: 0.0003174840324207224
helping|vbg: 0.0024716905213542566
face|vb: 0.0015330369461904031
crisis|nn: 0.0005064180041728844
involved|vbn: 0.004159323228762777
use|nn: 0.0023497795393621836
nuclear|jj: 0.0017555444603714024
much|ap: 0.05180058397318049
economic|jj: 0.0034788770957818616
industrial|jj: 0.0017233326354104592
raising|vbg: 0.001494510547795597
disturbing|jj: 0.00022548277472660215
relationship|nn: 0.0005806926447849074
richest|jjt: 0.00508130081300813
economically|rb: 0.00031166770555901855
underdeveloped|jj: 0.00016105912480471581
peoples|nns: 0.0006723191274791767
developing|vbg: 0.0029315399206759785
strategy|nn: 0.00014854928122404607
emerge|vb: 0.000521232561704737
asia|np: 0.0007473171314979224
africa|np: 0.0009266732430574238
bluntly|rb: 0.00019833399444664816
giving|vbg: 0.00534574926711502
consciously|rb: 0.00034000113333711114
want|vb: 0.00919822167714242
disturbing|vbg: 0.00011496234983043054
thoughts|nns: 0.0009337765659433011
shall|md: 0.021656156654497178
make|vb: 0.023639429710256017
such|abl: 0.8685714285714285
begins|vbz: 0.007475083056478406
haven|nn: 3.376120027819229e-05
peace|nn: 0.0008035165666209765
base|nn: 0.0005131702442285228
witness|nn: 0.00011478808094585379
revealing|jj: 6.442364992188632e-05
rancher|nn: 9.453136077893842e-05
owned|vbd: 0.0005911330049261083
slice|nn: 6.752240055638458e-05
texas|np: 0.0012853854661764267
everything|pn: 0.07049714751426243
completely|ql: 0.00543221539914974
pleasant|jj: 0.0005153891993750905
built|vbd: 0.000748768472906404
library|nn: 0.000324107522670646
recreation|nn: 0.0002430806420029845
center|nn: 0.001147880809458538
inn|nn: 3.376120027819229e-05
desiring|vbg: 0.00028740587457607634
fill|vb: 0.001441054729418979
only|ap: 0.03839082945820266
remaining|vbg: 0.0023567281715238257
lack|nn: 0.000648215045341292
selected|vbd: 0.00031527093596059113
best|jjt: 0.2865853658536585
site|nn: 0.0004253911235052229
ranch|nn: 0.0001755582414465999
chapel|nn: 6.752240055638458e-05
spared|vbd: 0.00011822660098522167
visitor|nn: 7.427464061202304e-05
inquired|vbd: 0.0005123152709359606
belong|vb: 0.001042465123409474
rancher|nn-tl: 7.715454054471106e-05
no|rb: 0.004760015866719556
ma'am|nn: 1.3504480111276917e-05
replied|vbd: 0.0020886699507389164
belongs|vbz: 0.0029069767441860465
reflects|vbz: 0.003045404208194906
feel|vb: 0.0057028974398283
regards|vbz: 0.0006921373200442968
thinks|vbz: 0.002630121816168328
my|pp$: 0.07802674155931376
significant|jj: 0.0013690025608400845
first|rb: 0.009123363744545815
deeper|jjr: 0.014721345951629864
purpose|nn: 0.0009453136077893842
preferences|nns: 7.470212527546409e-05
determines|vbz: 0.001937984496124031
local|jj-hl: 0.005154639175257732
embodiment|nn-hl: 0.0006983240223463687
of|in-hl: 0.4109311740890688
whole|jj-hl: 0.002577319587628866
function|nn: 0.0007022329657863996
conscious|jj: 0.0007247660616212211
desires|nns: 0.0003735106263773204
concerns|nns: 0.0005229148769282486
tends|vbz: 0.00429125138427464
look|vb: 0.009044917982523378
extra|jj: 0.0007086601491407496
normal|jj: 0.002109874534941777
doubtless|rb: 0.0003683345611152037
greatly|rb: 0.0017000056666855556
surprised|vbn: 0.0016919280930560452
yet|cc: 0.003536571992543042
existence|nn: 0.000708985205842038
being|beg: 0.9923896499238964
embodiment|nn: 5.401792044510767e-05
tradition|nn: 0.0006009493649518228
poetry|nn: 0.000573940404729269
marriage|nn: 0.0006077016050074612
bed|nn: 0.0008170210467322534
harmony|nn: 0.00014179704116840762
partners|nns: 0.0002614574384641243
bring|vb: 0.004721753794266442
takes|vbz: 0.011212624584717609
away|rb: 0.012523375077916926
equal|jj: 0.0012884729984377265
share|nn: 0.0003578687229488383
joy|nn: 0.00026333736216989985
ecstatic|jj: 6.442364992188632e-05
moments|nns: 0.000896425503305569
husband|nn: 0.0008777912072329996
wife|nn: 0.0014787405721848224
elevated|vbn: 0.00035248501938667606
above|in: 0.0015474185467944498
worldly|jj: 0.00014495321232424423
cares|nns: 1.8675531318866023e-05
closed|vbn: 0.002220655622136059
