The tag-bigram has the form ti|ti-1
``|vb-hl: 1
pp$$|bedz: 3
--|pp$$: 3
nr-tl|rp: 1
fw-vbd-tl|``: 1
fw-nn-tl|fw-vbd-tl: 1
pn|dts: 1
abn|hvz: 5
hv|dod: 6
nps|rb: 3
nn-tl|ppo: 6
)|ppl: 3
cd|beg: 5
*|dts: 2
nn-tl|pps+bez: 2
ap|nr: 6
dod|jj: 2
pn|pps+bez: 5
wrb+bez-tl|``: 3
np-tl|wrb+bez-tl: 3
in-tl|rb-tl: 8
np$|``: 9
vbg-tl|jj-tl: 6
nns$-tl|cc-tl: 1
np-tl|jjt: 2
np|ql: 3
np$|pp$: 2
bed|'': 15
ex+bez|vb: 3
np$-tl|.: 3
ber-tl|nns-tl: 4
''|ber-tl: 3
bed*|ppo: 1
ql|bed*: 5
pps+bez|ap: 2
beg|ap: 2
pn$|cs: 2
vbg|:: 5
nn-tl|hvz: 1
at|do*: 1
fw-pp$-nc|in: 1
fw-nns|fw-pp$-nc: 1
(|``: 6
nns-tl|(: 4
fw-vb|in: 1
fw-vb-nc|fw-vb: 1
,|fw-vb-nc: 1
abn|nn-tl: 6
in-tl|.: 1
nns|in-tl: 1
ex|vbn: 5
cs|bed: 12
ex|ppo: 6
.|md*: 5
cd|jjt: 4
uh|vb: 5
np-tl|rb: 3
abl|be: 4
dod*|wps: 6
--|ben: 3
at|np$: 1
*|wpo: 1
fw-vb|,: 2
fw-at|fw-vb: 1
fw-nns|fw-at: 2
fw-rb|fw-nns: 2
,|fw-rb: 5
fw-jj-tl|fw-at-tl: 7
jj-hl|nn-hl: 6
cc-tl|np: 19
ap-hl|vb-hl: 3
to-hl|ap-hl: 1
vbz-hl|nn-tl-hl: 3
np|vbz-hl: 4
np-tl|nns$-tl: 3
jjr-hl|vbz-hl: 1
nns-hl|jjr-hl: 5
pps|vbn-hl: 5
md-hl|.: 3
vb-hl|md-hl: 12
np-tl|vbz: 3
nn-tl-hl|np-hl: 4
rp-hl|vbz-hl: 2
nn-hl|rp-hl: 1
rb|ppss+hvd: 6
jjs|vbg: 5
vbd-hl|.: 3
nn-hl|vbd-hl: 2
fw-in+nn|fw-nn: 4
.|fw-in+nn: 3
dts|pps+bez: 3
wrb|uh: 3
np|dt+bez: 4
ql|bez*: 7
vb+to|do*: 1
dt+md|.: 1
vb|dt+md: 3
pps+bez|rb: 13
cd|hvd*: 1
cs|jj-nc: 1
pn+md|.: 1
hv+to|pn+md: 1
vb|hv+to: 2
in|bez*: 2
md+to|pps: 1
vb|md+to: 1
ppo|wrb: 1
at|dod*: 1
nn+bez|vbg: 2
vbg|nn+bez: 3
vb+in|.: 1
ppo|vb+in: 1
jjs|.: 10
wdt+bez|vb: 1
vbg|wdt+bez: 6
vb+in|``: 1
dt|vb+in: 1
md+ppss|,: 1
''|md+ppss: 1
np$|dt+bez: 1
bez|doz: 1
cd-tl|nn: 6
cd-tl|np$: 4
rp|pps: 1
pps|dod*: 6
bem|nn: 1
bem|.: 2
ppss+bem|'': 1
doz*|wrb: 1
nn-tl|doz*: 1
hv+to|ppss: 1
do|hv+to: 1
ppss+md|np: 2
cc-hl|np-hl: 7
np-hl|cc-hl: 7
``|abn: 5
nn$-tl|(: 4
)|nn$-tl: 2
vb|at: 16
nns-tl|jjr: 1
dti|cd: 3
vbg-tl|np$: 3
rb-tl|vbg-tl: 1
cc|rb-tl: 1
nn$-tl|np$: 2
nn$-tl|.: 3
fw-in-tl|,: 1
fw-cd-tl|fw-in-tl: 1
fw-nns-tl|fw-cd-tl: 1
(|fw-nns-tl: 1
vbn-tl|nn-tl: 6
jj-tl|vbn-tl: 14
to-tl|nns-tl: 2
vb-tl|to-tl: 10
(|vb-tl: 1
nn$-tl|nn: 2
(|cd-tl: 23
to-tl|np$: 1
(|rb-tl: 3
np$|np$: 1
ppss-tl|np$: 1
''|vbz-tl: 3
dt-tl|np$: 1
jj-tl|dt-tl: 1
cd-tl|cd-tl: 5
wrb-tl|cc: 1
,|vbz-tl: 2
vbn-tl|in-tl: 13
nn$-tl|cc: 2
at-tl|bez: 2
beg|ppss+ber: 2
vbn|nn$-tl: 4
dti|vbn-hl: 1
abl|rp: 3
np-hl|vbz-hl: 5
jj-tl|nr$: 3
'|pps+bez: 1
vb|': 8
'|np: 8
uh-tl|ap-tl: 1
''|uh-tl: 3
jj-hl|bez-hl: 11
wdt|vb-hl: 1
nn-tl|abn: 5
nns|vbn-hl: 2
ap|:: 5
``|vbz-hl: 3
''|hvd: 2
vbn-tl-hl|.: 2
,-hl|nns-tl-hl: 1
dt-hl|jj-hl: 1
vb-hl|to: 1
hvd*|np: 13
rp|beg: 2
nns|rbr: 5
ppo|ben: 1
at|qlp: 1
to|ppss: 9
pps+hvz|``: 10
np|fw-nn-tl: 1
pp$|wpo: 3
ex|bedz: 8
at|ex: 7
fw-nps|vbg: 1
ber|fw-nps: 1
nns$-tl|at-tl: 1
fw-nn-tl|cc: 1
fw-nn-tl|fw-cc-tl: 4
fw-nn-tl|hvg: 1
ap|bedz*: 2
rbt|nns: 4
ber|in: 3
wdt|nr: 2
nr$|(: 1
od|nr$: 1
hv|nr: 2
vbd|dtx: 5
pn|nr: 1
hvd|nr: 2
pn|nns-hl: 1
ql|od: 6
vbg|nr: 5
ppss+md|dt: 2
rbr|ppss+md: 2
hvg|ben: 4
pps|ber: 1
8|in: 2
nns|8: 2
vb+ppo|nn: 3
nn-hl|---hl: 4
ex|nns-hl: 5
bez|dti: 1
fw-nn-nc|np: 1
pp$|nps: 1
ber|qlp: 1
nps|wrb: 5
,|nrs: 4
(|fw-nn: 7
vbn|nps: 5
nn-tl|wpo: 3
jjr|cd: 8
vb|rp: 2
ex|vbg: 4
ber|): 16
hv|pps: 10
vbd|jjr: 7
fw-nn-tl|jjr: 1
np-tl|fw-nn-tl: 4
''|np$-tl: 1
ql|ex+bez: 1
be|vb+ppo: 1
wdt|bem: 1
fw-uh|``: 5
,|fw-uh: 4
ap|dod: 7
wp$|np: 5
,|bem: 3
pps+hvd|``: 1
rbr|pps+hvd: 1
vbg|np+bez: 4
at|bez*: 10
rb|bed*: 2
rb|bez*: 6
uh|vbg: 3
rb|': 6
in|fw-jj-tl: 5
cc|hvn: 2
jjt|vb: 5
hvg|dti: 1
nr$|cs: 3
wrb|qlp: 3
wql|jj-hl: 1
pps|hvz: 4
ben|pps: 8
jjr|pps: 2
ap|ex: 1
do|nn-hl: 3
rp-hl|nn-hl: 5
,-hl|rp-hl: 1
jj|or: 1
hv|nns-hl: 1
nns|ex: 2
vbn|md: 1
ber|nns-hl: 1
vbg-hl|cc-hl: 5
do|vbg-hl: 1
or|vb: 1
vb|or: 1
wdt|nns-hl: 2
bez|nn-hl: 3
cc-hl|jj-hl: 11
md|nn-hl: 2
pp$-hl|vb-hl: 1
pp$|wdt+bez: 3
cs|nns-hl: 3
nn-hl|pp$: 1
in|rp-hl: 2
nn$|od: 4
bez|rp: 5
wps|in: 8
jj-tl|wps: 1
abn|:: 5
fw-cc|at: 1
wps|fw-nns: 3
ap-tl|at: 2
nn$-tl|jj: 10
cc|nn$-tl: 3
ap-tl|vbn: 1
'|vb: 6
fw-cc-tl|np: 1
np|fw-cc-tl: 1
fw-nns-tl|``: 1
fw-in-tl|fw-nns-tl: 3
np-tl|fw-in-tl: 3
od|ppo: 1
ex|hvd: 2
pp$|ppss: 2
hvd|ppss+hv: 2
np|ppl: 3
abn|pp$: 2
pp$$|,: 2
ap|beg: 2
bedz|in: 8
beg|pn: 3
dt|wdt+bez: 7
nn+hvz|at: 3
vbn|nn+hvz: 2
nn+bez|jj: 4
dt|pps+bez: 4
beg|nn$: 2
vbg-tl|in: 3
jj-tl|pp$-tl: 3
in-nc|``: 3
''|in-nc: 1
dt-nc|``: 1
''|dt-nc: 1
np|hvg: 2
--|ap: 10
pp$$|vbn: 3
od-tl|cd-tl: 5
pn$|hv: 3
vbn|': 5
ppss|': 12
nns$-tl|': 1
jjt-tl|nn$-tl: 1
hvd|nr-tl: 5
dti|ql: 1
hvz|nr: 1
vbz|wrb: 2
beg|vbn: 3
do|*: 10
nn|at-tl: 4
bem|,: 3
hvg|nn-tl: 1
nps|ppss: 2
dtx|rb: 1
be|jjr: 6
vbd|hvd: 1
hv|jjr: 3
at|wps: 5
nps$|in: 2
.|nps$: 2
fw-vb|nn: 1
)|nps: 5
vb+in|uh: 1
np|vb+in: 1
wdt+ber+pp|.: 1
vbg+to|wdt+ber+pp: 1
do|vbg+to: 5
vbn+to|nn+hvz: 1
hv|vbn+to: 1
np|ex+bez: 2
ql-tl|``: 3
pn|': 1
'|pn: 1
nn-tl|nps: 4
``|abx: 2
vbn|nn-tl: 19
)|vbz: 5
md*|wpo: 1
ql|jjr: 2
bez|ql: 1
vbg-tl|jj: 4
,|vbg-tl: 7
pps+bez|.-hl: 2
nns-tl|vb: 7
rb+bez|cc: 1
vb|.-hl: 35
ppss+md|ppo: 3
fw-vb|vbg: 1
fw-ppo+in|fw-vb: 3
in|fw-ppo+in: 2
ql|doz: 2
wql|bedz: 1
ppo|at: 1
fw-jj|at: 2
to|bem: 1
nns$|pn$: 1
pp$|rbr: 4
pp$$|vb: 7
ql|md*: 4
rbt|cd: 1
pps|jjt: 5
fw-vb|at: 2
fw-ppo|fw-vb: 1
fw-vb|fw-ppo: 1
vbn|fw-vb: 1
nn|beg: 6
abx|jj: 5
od|rb: 2
fw-in|at: 7
fw-wdt|fw-in: 2
fw-*|fw-wdt: 2
in|fw-*: 2
np$-tl|at-tl: 1
vbg+to|ex+bez: 1
be|vbg+to: 2
ppss+bem|vb: 5
vbg+to|ppss+bem: 3
ppss+ber|nn: 9
ppss+ber|vbg: 2
hv*|rb: 2
ppo|dt+bez: 4
pp$|doz: 9
dt+bez|nn: 1
np+bez|``: 6
rp|np+bez: 1
''|wdt: 13
bedz|abl: 1
fw-in-tl|in: 2
in|md*: 4
rb-nc|vbg: 1
wrb|rb-nc: 1
rb-nc|vbd: 1
dod|bedz: 1
vbg|wql: 2
np-tl|*: 1
nns$-tl|in-tl: 1
pps+hvz|rb: 2
rbr|np-hl: 1
cc|': 9
'|cc: 4
rb-hl|np-hl: 1
nn-tl|rb-hl: 1
nn$-tl|np: 1
hvz|``: 5
ppss+ber|': 1
pp$|ppss+ber: 2
ppss+ber|--: 4
'|vbd: 5
nps-hl|vbz-hl: 1
*|ppss+md: 2
jj|nps$: 3
jj|at-tl: 6
rp|do: 1
np$|nn$: 1
np|nps: 9
fw-nn|pp$: 9
at-tl|vb: 2
hvn|be: 6
abx|:: 1
rbt|cc: 2
in-tl|vb: 1
bed|): 7
nps$-tl|np-tl: 1
nn|nps$-tl: 1
(|wrb: 1
nn$|bez: 2
rb|:-hl: 5
cc|:-hl: 2
ql-tl|nn$-tl: 1
)|rp: 7
cd|nps: 1
2-inch|at: 3
nn|2-inch: 4
nns$|vbd: 1
(|dt+bez: 1
np$|): 2
--|dod: 2
nns$-hl|.: 4
nns-hl|nns$-hl: 3
cd|:-hl: 3
np|dtx: 1
ppss|jjt: 5
,|(: 3
wrb|vbn-hl: 1
be|nps: 1
``|ex: 1
beg|``: 2
in|fw-nn$: 1
od|cd: 8
cc|np$-tl: 2
,|np$-tl: 3
nns$-tl|,: 3
,|nns$-tl: 1
.|fw-nn$: 1
wps|np$-tl: 1
in|np$-tl: 5
(|bedz: 5
nns$-tl|in: 1
bedz|np$-tl: 1
np-nc|vbn: 1
,|np-nc: 1
dti|wpo: 2
od|beg: 1
29|in: 1
.|29: 1
fw-nn-tl|in: 6
fw-*-tl|fw-nn-tl: 1
fw-vb-tl|fw-*-tl: 1
fw-nn-tl|fw-vb-tl: 1
fw-in-tl|at: 4
.|fw-jj-tl: 4
fw-rb|,: 4
fw-rb+cc|fw-rb: 1
,|fw-rb+cc: 1
fw-in|.: 1
fw-wpo|fw-in: 1
,|fw-wpo: 1
fw-vbd|,: 1
fw-rb|fw-vbd: 1
fw-nn-tl|fw-rb: 1
fw-nn-tl-nc|at: 1
vbz|fw-nn-tl-nc: 1
'|np$-tl: 1
fw-nn|vbg: 1
fw-nn-tl|,: 4
dti|ben: 6
np$-tl|vbd: 1
at-hl|nn: 1
jj|at-hl: 1
nn-hl|jj: 2
)|cd-hl: 5
np-hl|): 2
.-hl|np-hl: 45
.-hl|nps-hl: 2
nn-tl-hl|at-hl: 6
cs|nn-tl-hl: 1
vb-tl|jj-tl: 1
jjr-nc|vbn: 1
)|jjr-nc: 1
dod|nps: 5
:|pps: 4
nps|jjs: 2
do|nn-tl: 3
doz*|ap: 1
''|dti: 4
ap-hl|nps: 1
hvz|pp$$: 2
'|to: 1
wql-tl|``: 4
to-tl|wql-tl: 3
vb-tl|,: 6
ppo-tl|vb-tl: 2
pp$-tl|ppo-tl: 1
vbz-tl|cs: 1
in-tl|vbz-tl: 3
vb-tl|``: 18
abn-tl|cc-tl: 4
at-tl|abn-tl: 2
nns-tl|ap-tl: 2
at-tl|wql-tl: 1
vb-tl|nps: 1
pp$|rbt: 1
pps+bez|': 3
'|dt: 2
bedz|(: 1
vbd|at: 2
jjt|jj: 5
nn|ppls: 1
rb|qlp: 4
wps+bez|rb: 1
fw-in|fw-nn-tl: 3
fw-at-tl|fw-in: 3
np-tl|fw-at-tl: 5
nps-tl|fw-at-tl: 2
fw-pps|``: 1
fw-bez|fw-pps: 1
fw-jj|fw-bez: 1
fw-nr|fw-jj: 1
fw-to+vb|fw-nr: 1
fw-in+at|fw-to+vb: 1
fw-nns|fw-in+at: 1
fw-in|fw-nns: 5
fw-in+at|fw-nn: 3
fw-nn|fw-in+at: 1
fw-in|fw-jj: 1
np|fw-at: 1
hvz|jjs: 1
md*|nns-tl: 1
vb|hvz: 1
np-tl|wp$: 1
rb-tl|cc-tl: 3
bedz|rb-tl: 1
at-tl|wp$: 1
nps-tl|np$: 1
nps-tl|,: 1
cc-tl|nps-tl: 1
nps-tl|cc-tl: 1
fw-cc|np: 5
abn|hv: 5
(|od: 1
cd|pn: 1
fw-nns-tl|at: 5
bedz|fw-nns-tl: 1
nn$-tl|pp$: 7
uh|cd-tl-hl: 1
pps+bez|--: 6
vbn-tl|jj-tl: 4
jjs-tl|wrb: 1
np$|do: 1
nr|ben: 3
pn+hvz|``: 1
vbn|pn+hvz: 2
''|doz: 2
cs|wdt: 8
.|vbn-tl: 4
pn+md|``: 1
cs|dod: 2
od-tl|ap: 1
in-tl|od-tl: 2
vbn|nr: 5
ap-hl|.: 15
nn$|nns-tl: 3
cd|doz: 1
be-hl|md-hl: 4
nn-hl|be-hl: 1
dti|nn-hl: 3
qlp|jj-hl: 1
ap|wps: 6
bedz|fw-nn: 4
pp$|hvn: 9
dod|vbd: 3
rbr|ppss: 5
pp$|np-tl: 1
nn|rb$: 4
''|fw-nn$: 1
jj$-tl|at-tl: 1
nn|jj$-tl: 1
cc|beg: 4
jjs|ql: 1
''|jjs: 3
rb|jj-tl: 7
wpo|``: 2
hvz|dtx: 1
rb-tl|in: 1
,|--: 2
bedz|cd-tl: 6
dt-tl|abn-tl: 3
(|wdt: 3
nr|'': 1
fw-jj|pp$: 1
to|dts: 2
ber*|rb: 1
vbn|ber*: 5
md-hl|nn-hl: 7
nns-tl|ber: 1
vb-hl|np-hl: 2
nn-tl-hl|vb-hl: 2
bez*|wps: 2
bed*|ex: 2
pp$|dt: 5
bem|cc: 6
pps+hvz|cc: 1
rb|pps+hvz: 6
nns-hl|np-hl: 2
vbn|nns-hl: 2
.|od-tl: 7
jj-hl|ap-hl: 4
vbg|nns-hl: 2
ex|nn-hl: 5
cs|jjt: 1
wdt|hvd: 3
--|ql: 1
np+bez|.: 3
hvz|--: 9
np|wrb+bez: 5
:|cc: 3
fw-nns-tl|in: 1
fw-nns-tl|fw-nns-tl: 1
cc-tl|fw-nns-tl: 1
fw-cd-tl|cc-tl: 1
fw-jj-tl|fw-cd-tl: 1
rbr|bedz: 13
fw-ppss|``: 2
fw-vb|fw-ppss: 3
fw-jj|fw-vb: 1
wrb|pn: 2
nns|beg: 4
fw-bez|fw-*: 1
fw-nn|fw-bez: 1
fw-wdt|fw-jj: 1
fw-nn|fw-wdt: 1
fw-be|fw-nn: 1
fw-pp$|fw-be: 1
fw-nn|fw-pp$: 1
md|fw-nn-tl: 1
bedz|nr: 5
hvg|ppl: 2
hvd|fw-nn: 2
in-tl|at: 1
cc-tl|in-tl: 1
nn|rb-tl: 1
in-tl|bed: 1
cs|in-tl: 1
in-tl|bedz: 1
,|in-tl: 1
abn|pps+bez: 10
nr|ql: 5
rbr|cd: 1
rp|*: 5
at|at: 1
in|bem: 5
hvn|ppo: 2
rbr|hvn: 1
qlp|ap: 1
nn|qlp: 4
pp$$|cc: 6
rbt|ppss: 2
md|rbt: 1
nn-tl|jjt: 4
nn|ppss+ber: 1
ppo|.: 1
dt+bez|rp: 1
abn|bez*: 2
dti|abn: 1
*|dt+bez: 6
''|bez*: 4
rbr|ppss+hvd: 12
np-tl|dti: 1
vbn|np-tl: 5
cd|ex+bez: 4
dti|jjr: 1
to|ex: 2
hvd|jjr: 1
qlp|rp: 1
rb|ber*: 2
ppss+bem|nn: 2
wrb|rb+bez: 4
ber*|nns: 5
8''|beg: 1
''|8'': 7
4''|vbn: 1
2''|at: 1
2''|nns: 1
8''|rb: 1
4''|cd: 1
nns|cd-tl: 7
4''|nn: 2
4''|,: 1
64''|rb: 3
''|64'': 3
cd-tl|cc: 35
4''|bez: 1
vbz|cd-tl: 11
8''|in: 2
8''|nn: 2
32''|rb: 1
''|32'': 1
16''|cc: 1
8''|at: 1
ppl|md: 1
to|dti: 3
pn+hvd|cs: 1
rb|pn+hvd: 1
nps$-tl|jj-tl: 2
nn-tl|nps$-tl: 2
pps+hvd|,: 10
np+bez|cc: 4
jj|np+bez: 2
in|bedz*: 7
dt+bez|ap: 1
pps+hvd|--: 3
ppss+hvd|,: 6
ben|ppss+hvd: 11
rb|pps+hvd: 9
np|md*: 1
*|pps+hvd: 1
np$|bedz*: 2
,|bedz*: 1
ppss|hvd*: 1
nr|wp$: 1
vbg-tl|vbn-tl: 1
or|nns: 4
hv|or: 1
nns|vb-tl: 1
cs-hl|nns-hl: 4
nns-hl|cs-hl: 1
wrb-hl|.: 24
ppss-hl|wrb-hl: 1
vbg-hl|vb-hl: 4
ex|vbg-hl: 1
ap|): 6
cc|md*: 1
pp$$|``: 1
np$|dt: 2
jjs|abn: 1
nn$|jjs: 1
np$|doz: 2
vb|pp$: 7
ppo|ber: 3
bed*|nns: 5
wps+bez|.: 2
dod*|dt: 1
ppss+md|ppl: 1
nr|ppss+bem: 2
ppo|be: 3
vbn|bez*: 3
hvz|): 23
od-tl|.: 1
dtx|cs: 8
ap-tl|.: 1
hvg|bez: 2
abl|ben: 2
abn|jjr: 2
hv|cd: 11
uh-tl|cc: 1
np|uh-tl: 1
np|vbg-tl: 1
nns-tl|wrb: 1
wpo|dts: 3
nn-tl|*: 2
pps|at: 1
nn|pps: 4
wps|pp$$: 1
vbn|fw-nn: 4
rb|wpo: 4
fw-nns|in: 10
dt|nr: 5
dti|bez*: 2
pn$|.: 3
wps+bez|nn: 4
vbn|wps+bez: 3
.|fw-in+nn-tl: 1
cc|wps: 2
cd|hvg: 5
dti|dt: 1
or|cd: 1
cd|or: 2
bez*|wdt: 1
np$|vb-tl: 1
vbg-tl|np: 1
ppss+ber|jj: 2
cs|uh: 3
np-hl|jj-hl: 4
in|np-hl: 7
*-hl|.: 1
nn-hl|*-hl: 3
jjr-hl|.: 10
nn-hl|jjr-hl: 6
rb|nn-hl: 6
do|': 2
'|ppo: 4
wpo|abn: 3
jj-hl|rb-hl: 2
in|jj-hl: 1
vbd|ppls: 3
ppls|md: 2
dod|rbr: 3
ex|): 6
.|2: 2
cd-hl|at-hl: 2
2|np$: 1
abx|): 1
cd-hl|nns-hl: 3
to|)-hl: 6
m.|pp$: 2
nn|m.: 2
or|rb: 1
in|or: 1
jjr|or: 1
cd-hl|nn: 2
vbz-tl|np-tl: 5
at-tl|vbz-tl: 1
bez|vbn-tl: 1
bez|fw-ppl: 2
abl|nn: 2
cs|abl: 1
wpo-tl|in-tl: 1
at-tl|wpo-tl: 2
nps|in-tl: 1
nps|cc-tl: 1
dt|hvg: 2
jj|nns-hl: 8
)|rbr: 1
nn-tl-hl|in-hl: 2
in-hl|nn-tl-hl: 4
)|jjr: 2
abl|doz: 1
vb|fw-nns: 2
ppss-tl|vb: 1
nn-nc|vbn: 2
md|nn-nc: 1
cc-hl|wrb-hl: 3
wrb-hl|cc-hl: 3
to-hl|wrb-hl: 18
np|vb-hl: 2
,-hl|nr-hl: 2
nr-hl|,-hl: 2
cc-hl|,-hl: 8
vbn-hl|in-hl: 4
vbn-tl|pp$: 6
.-hl|vbg-hl: 6
to-tl|nn-tl: 3
pp$|): 7
rb-hl|cs-hl: 1
.-hl|rb-hl: 4
nn-hl|wrb-hl: 3
.-hl|jj-hl: 11
abl|vbg: 7
.-hl|vb-hl: 6
nn-hl|): 8
ppss|.-hl: 10
ap-hl|): 2
ap|.-hl: 3
cd-hl|): 22
md-hl|nns-hl: 3
rb-hl|md-hl: 1
vb-hl|rb-hl: 2
ppss-hl|cs-hl: 9
ap-hl|cc-hl: 2
in-hl|ap-hl: 6
pp$|.-hl: 1
pps-hl|.: 1
md-hl|pps-hl: 1
at-hl|vb-hl: 6
vbn|cd-tl: 1
(|fw-nns: 1
jj-hl|vbg-hl: 6
vbg|jjt: 7
jj-tl|ber: 5
jj-tl|hv: 1
in|nps-tl: 2
nns$-tl|jj-tl: 9
.|vbg-tl: 1
nns$-tl|dt: 1
in|ex: 2
pp$-tl|``: 3
ap-tl|pp$-tl: 1
ppls|md*: 1
bedz|od: 4
--|pps: 3
vb-hl|nns-hl: 8
dt|vb-hl: 1
ql|nns-hl: 1
np-tl|vbn-tl: 3
*|cd: 3
ex|)-hl: 2
vbz|abn: 2
nns|)-hl: 3
wrb|)-hl: 2
at|in-tl: 2
dti|)-hl: 1
nns|abl: 1
abx|rb: 5
to|nns-hl: 1
jjt-hl|.: 2
in-hl|jjt-hl: 1
rb-hl|in-hl: 3
abn-tl|ber: 1
nr-tl|nn-tl: 4
cc-tl|vb-tl: 4
at-tl|--: 2
rb-tl|at-tl: 1
fw-at-tl|np: 1
vb-tl|--: 1
at-tl|ppo-tl: 1
in-hl|jj-hl: 7
pp$-tl|cc: 1
at-hl|nns-hl: 4
nps-hl|np-hl: 2
pps|nps-hl: 1
od-tl|vbg: 1
od-tl|cc: 6
pp$|qlp: 1
fw-nns|nn: 2
4|in: 3
cc|4: 1
4|cc: 1
fw-np|jj: 1
(|fw-np: 1
``|dod: 3
,-hl|jj-hl: 3
vbn-hl|,-hl: 1
pn|ber: 5
ppl-hl|nn-hl: 1
.-hl|ppl-hl: 1
bedz|rbt: 3
at-hl|.-hl: 11
ppss|nn-hl: 10
(|cs: 6
)-hl|nn-hl: 6
.-hl|)-hl: 7
bed|rp: 1
fw-jj|in: 3
vbn|jjt: 5
ben|(: 1
)|ben: 1
.|fw-wdt: 1
vbn|qlp: 2
cs|beg: 1
rbr|wdt: 3
``|pn: 1
pp$|jjr: 5
hv|cs: 2
vbg-hl|.-hl: 10
wql|:: 1
wdt|ppls: 3
:|nn-hl: 25
fw-jj-tl|np$: 5
nil|nn-hl: 1
at|nil: 1
,-hl|nn-hl: 26
jj-hl|,-hl: 11
hv|dts: 7
fw-nn-nc|cs: 1
nn-hl|nns-tl: 1
fw-nns-tl|fw-jj-tl: 4
fw-in+at-tl|fw-nns-tl: 2
fw-nns-tl|fw-in-tl: 4
.|fw-nns-tl: 1
in-tl|cd: 2
in-tl|cd-tl: 5
np-tl|bez: 3
nn-hl|nn-tl: 1
ql|np$-tl: 1
jjt|nr$-tl: 1
nns|ex+bez: 2
jjt|np$-tl: 2
nns|np$-tl: 3
vbg-hl|---hl: 3
.|vbg-hl: 1
vbn|nr$: 2
(-hl|:: 12
abl|do: 1
wrb-nc|': 3
'|wrb-nc: 3
.|wrb-nc: 1
--|': 3
hv|ppl: 3
jj-tl|abx: 5
nn$|abn: 2
uh|): 1
ex+hvz|--: 1
rb|ex+hvz: 2
in|wdt+bez: 2
.|wpo: 2
dtx|do: 2
fw-at|.: 2
fw-cc|fw-nn: 1
nns$|dt: 1
at|hv*: 3
rp|--: 3
ex+hvd|cs: 2
ben|ex+hvd: 3
vbn|pps+md: 3
vbg|dtx: 1
ex+hvz|,: 1
''|abx: 3
vb|pps+hvd: 1
to|jjs: 1
jj|vbn-hl: 2
wql|vbg: 3
jjr|do: 2
---hl|.-hl: 4
vb|---hl: 3
cs|---hl: 1
qlp|in: 1
ber*|wps: 1
)|--: 1
dod*|vbd: 2
md|qlp: 1
dod|:: 1
pn|): 1
np|hvn: 1
nn|bez*: 2
,|do*: 1
ppss+bem|wrb: 4
hv|nr-tl: 2
abx|pps: 1
wpo|'': 1
hv|od: 1
be|--: 2
--|dti: 2
fw-ber|fw-nns: 1
fw-vbg|fw-ber: 1
nn-tl|jjr: 2
cd|rbr: 3
fw-ppss|:: 1
wrb|': 2
at|': 11
md|(: 1
hvd|to: 1
vb+ppo|md: 1
pn|vb+ppo: 1
np$|ppo: 5
abn|ap: 9
uh|in: 3
md-nc|nn: 1
.|md-nc: 1
pps|ben: 1
ppss+ber|uh: 1
pp$|pps: 4
do*|uh: 1
to|pps+bez: 1
:|nps: 2
jjr-hl|at-hl: 1
.|nn$: 4
*|pp$: 2
nns|pps+bez: 3
nns-tl|bez: 4
nns-tl|wdt: 1
nns$-tl|vb: 1
nns|nns$-tl: 5
vbn|dod: 1
``|nns-tl: 2
dti|:: 1
ap|wp$: 4
nns$-tl|pp$: 1
rb-nc|``: 4
''|rb-nc: 5
nns$|.-hl: 5
dt|nn-hl: 7
rp|vbn-hl: 1
wdt|cd-tl: 1
cs|rbt: 1
:|pn: 1
cd|ppl: 4
.|fw-uh: 1
vbg|': 5
cc-tl|jjr: 1
jjr|cc-tl: 1
np|fw-nn: 2
np+bez|np: 3
rb|np+bez: 5
ben|np+hvz: 1
''|pps+bez: 1
wdt+bez|rp: 1
nr|bed: 2
ppss+md|ppss+md: 1
rn|``: 1
ppss+hvd|rn: 1
ql|nr: 3
rn|vb: 1
.|rn: 2
wdt|ben: 1
wdt|bedz*: 2
vbd|ppss+hv: 3
bedz*|,: 4
pps|bedz*: 4
pp$$|ber: 1
nps$|nn-tl: 1
ppss|)-hl: 1
rbt|be: 4
vbd|pp$: 1
od-tl|vbg-tl: 7
''|od-tl: 1
hvz|fw-nn: 3
pp$|nn-tl: 4
wql|ql: 1
bedz|jjr: 2
wp$|nn-tl: 3
np-nc|``: 1
''|np-nc: 1
np$-tl|od-tl: 1
nn-tl|wps: 2
hv|od-tl: 1
be|vbn: 1
dti|nns-hl: 1
(-hl|nns-hl: 3
nns-hl|(-hl: 1
)-hl|nns-hl: 2
in-hl|)-hl: 1
wrb|.-hl: 2
ppss|cd-tl: 2
nrs|cd: 1
at|nrs: 1
nrs|dts: 1
ex-hl|.-hl: 1
md-hl|ex-hl: 1
at-hl|be-hl: 1
vbn-hl|at-hl: 6
jj-hl|.-hl: 7
dt|.-hl: 13
abn-hl|.-hl: 1
nns-hl|abn-hl: 1
hv-hl|nns-hl: 1
jj-hl|hv-hl: 1
wrb-hl|nn-hl: 2
*-hl|bez-hl: 2
jj-hl|*-hl: 1
ber-hl|nns-hl: 3
jj-hl|ber-hl: 2
wrb-hl|nns-hl: 1
.-hl|vbz-hl: 2
vbn|np$-tl: 1
np-hl|nn-hl: 9
dts|nn-hl: 2
jjt|at-tl: 1
nrs|vbn: 2
(|nrs: 1
in|pp$: 5
vbn-tl-nc|``: 2
''|nns-tl-nc: 2
``|nn$-tl: 5
